m,L,P,r,T,rho,epsilon,kappa,del_rad,del_ad,del_actual,convective
6.570270270945217e+32,2.1094059151288077e+33,3.630963784911682e+16,14903918832.226818,8528218.181740956,31.500429491820473,0.6656361023995513,3.0237097427583564,0.26271301419760856,0.3995601220244201,0.26271301419760856,0
6.58022522589818e+32,2.110067259817221e+33,3.623928419148218e+16,14915239920.247093,8523874.977631472,31.45541474471663,0.6630353772299081,3.025578686710131,0.2625857625968371,0.3995601650914071,0.2625857625968371,0
6.590180180851144e+32,2.110726022022614e+33,3.616903755660416e+16,14926560022.613503,8519534.278938016,31.410437790803616,0.6604440438597051,3.027447388041245,0.26245845650658645,0.3995602077383198,0.26245845650658645,0
6.600135135804109e+32,2.1113822110665087e+33,3.609889776266562e+16,14937879163.59674,8515196.081293162,31.3654985857534,0.6578620691544995,3.029315845181307,0.2623310954588534,0.39956024996478384,0.2623310954588534,0
6.610090090757073e+32,2.1120358362322378e+33,3.602886462858275e+16,14949197367.412115,8510860.380355794,31.320597085529176,0.655289420112882,3.0311840565455297,0.2622036789845507,0.3995602917704234,0.2622036789845507,0
6.620045045710036e+32,2.112686906764944e+33,3.595893797400505e+16,14960514658.21954,8506527.171811095,31.275733246387095,0.6527260638658532,3.0330520205347233,0.2620762066135134,0.3995603331548575,0.2620762066135134,0
6.630000000663e+32,2.11333543187158e+33,3.5889117619315304e+16,14971831060.123545,8502196.451370554,31.230907024878004,0.6501719676762405,3.034919735535356,0.2619486778745095,0.3995603741177024,0.2619486778745095,0
6.639954955615965e+32,2.1139814207209094e+33,3.581940338562963e+16,14983146597.173271,8497868.214771966,31.186118377849265,0.6476270989380949,3.036787199919569,0.261821092295249,0.39956041465857056,0.261821092295249,0
6.649909910568928e+32,2.1146248824435055e+33,3.574979509479748e+16,14994461293.362463,8493542.457779428,31.141367262446497,0.6450914251760907,3.038654412045217,0.2616934494023942,0.39956045477707197,0.2616934494023942,0
6.659864865521892e+32,2.1152658261317524e+33,3.5680292569401576e+16,15005775172.629486,8489219.176183343,31.096653636115335,0.6425649140449434,3.040521370255905,0.2615657487215698,0.3995604944728123,0.2615657487215698,0
6.669819820474857e+32,2.1159042608398443e+33,3.561089563275795e+16,15017088258.857313,8484898.365800414,31.051977456603197,0.640047533328809,3.0423880728810238,0.2614379897773741,0.3995605337453941,0.2614379897773741,0
6.67977477542782e+32,2.1165401955837855e+33,3.5541604108915996e+16,15028400575.873524,8480580.022473654,31.00733868196109,0.6375392509407056,3.0442545182357663,0.2613101720933883,0.3995605725944172,0.2613101720933883,0
6.689729730380784e+32,2.1171736393413906e+33,3.5472417822658372e+16,15039712147.450314,8476264.142072376,30.96273727054535,0.6350400349219266,3.0461207046212078,0.2611822951921914,0.3995606110194772,0.2611822951921914,0
6.699684685333748e+32,2.1178046010522844e+33,3.540333659950106e+16,15051022997.304487,8471950.7204922,30.918173181019426,0.6325498534414554,3.047986630324289,0.2610543585953675,0.3995606490201676,0.2610543585953675,0
6.709639640286713e+32,2.1184330896179027e+33,3.533436026569335e+16,15062333149.097466,8467639.753655052,30.873646372355665,0.6300686747953909,3.0498522936179158,0.2609263618235237,0.3995606865960775,0.2609263618235237,0
6.719594595239676e+32,2.1190591139014906e+33,3.526548864821787e+16,15073642626.435268,8463331.237509154,30.82915680383712,0.6275964674063633,3.051717692760946,0.26079830439629803,0.39956072374679386,0.26079830439629803,0
6.72954955019264e+32,2.119682682728104e+33,3.519672157479053e+16,15084951452.868538,8459025.16802904,30.78470443505926,0.6251331998229742,3.0535828259982822,0.26067018583237656,0.3995607604718996,0.26067018583237656,0
6.739504505145604e+32,2.1203038048846092e+33,3.512805887386055e+16,15096259651.892525,8454721.541215545,30.740289225931846,0.6226788407192121,3.0554476915608775,0.26054200564950397,0.3995607967709751,0.26054200564950397,0
6.749459460098569e+32,2.1209224891196822e+33,3.5059500374610476e+16,15107567246.947088,8450420.353095809,30.695911136680607,0.6202333588938886,3.0573122876657908,0.2604137633644982,0.3995608326435977,0.2604137633644982,0
6.759414415051532e+32,2.12153874414381e+33,3.4991045906956176e+16,15118874261.416698,8446121.59972328,30.651570127849137,0.6177967232700736,3.0591766125162336,0.2602854584932656,0.3995608680893411,0.2602854584932656,0
6.769369370004496e+32,2.122152578629289e+33,3.49226953015468e+16,15130180718.63044,8441825.2771777,30.607266160300647,0.615368902894527,3.0610406643016344,0.26015709055081654,0.3995609031077765,0.26015709055081654,0
6.77932432495746e+32,2.122764001210227e+33,3.4854448389764824e+16,15141486641.862005,8437531.381565128,30.5629991952197,0.6129498669371459,3.062904441197664,0.2600286590512787,0.39956093769847195,0.2600286590512787,0
6.789279279910424e+32,2.123373020482541e+33,3.4786305003726052e+16,15152792054.329697,8433239.909017917,30.51876919411411,0.6105395846903944,3.0647679413663047,0.2599001635079147,0.3995609718609922,0.2599001635079147,0
6.799234234863388e+32,2.1239796450039593e+33,3.471826497627957e+16,15164096979.196432,8428950.85569473,30.47457611881664,0.6081380255687585,3.0666311629558702,0.2597716034331349,0.3995610055948996,0.2597716034331349,0
6.809189189816351e+32,2.1245838832940192e+33,3.465032814100779e+16,15175401439.569738,8424664.217780532,30.43041993148687,0.6057451591081899,3.0684941041011067,0.25964297833851796,0.3995610388997532,0.25964297833851796,0
6.819144144769316e+32,2.12518574383407e+33,3.458249433222643e+16,15186705458.501755,8420379.991486592,30.386300594612937,0.603360954965549,3.0703567629231956,0.2595142877348243,0.3995610717751094,0.2595142877348243,0
6.82909909972228e+32,2.125785235067269e+33,3.451476338498454e+16,15198009058.989225,8416098.173050486,30.342218071013413,0.6009853829180616,3.072219137529857,0.2593855311320163,0.39956110422052177,0.2593855311320163,0
6.839054054675244e+32,2.1263823653985864e+33,3.4447135135064456e+16,15209312263.973513,8411818.75873609,30.298172323839044,0.598618412862777,3.074081226015371,0.2592567080392732,0.3995611362355407,0.2592567080392732,0
6.849009009628207e+32,2.1269771431948003e+33,3.437960941898183e+16,15220615096.340588,8407541.744833589,30.254163316574566,0.5962600148160092,3.0759430264606435,0.2591278179650104,0.399561167819714,0.2591278179650104,0
6.858963964581172e+32,2.127569576784501e+33,3.431218607398564e+16,15231917578.921032,8403267.127659466,30.21019101304055,0.5939101589128175,3.077804536933283,0.25899886041689874,0.3995611989725871,0.25899886041689874,0
6.868918919534136e+32,2.1281596744580876e+33,3.424486493805816e+16,15243219734.490038,8398994.903556515,30.16625537739517,0.5915688154064478,3.0796657554876368,0.25886983490188165,0.39956122969370206,0.25886983490188165,0
6.878873874487099e+32,2.1287474444677702e+33,3.417764584991499e+16,15254521585.767408,8394725.06889383,30.122356374136057,0.5892359546678118,3.0815266801648593,0.2587407409261945,0.39956125998259884,0.2587407409261945,0
6.888828829440064e+32,2.1293328950275695e+33,3.4110528649005016e+16,15265823155.41756,8390457.620066809,30.07849396810205,0.5869115471849422,3.0833873089930077,0.2586115779953877,0.3995612898388142,0.2586115779953877,0
6.898783784393028e+32,2.1299160343133155e+33,3.404351317551047e+16,15277124466.049519,8386192.553497157,30.0346681244751,0.584595563562465,3.085247639987052,0.25848234561434164,0.39956131926188326,0.25848234561434164,0
6.908738739345991e+32,2.130496870462649e+33,3.3976599270346876e+16,15288425540.21692,8381929.865632883,29.990878808782007,0.5822879745210753,3.087107671148987,0.2583530432872909,0.3995613482513371,0.2583530432872909,0
6.918693694298955e+32,2.1310754115750214e+33,3.3909786775163064e+16,15299726400.418013,8377669.552948298,29.94712598689629,0.5799887508970034,3.08896740046787,0.25822367051784323,0.39956137680670567,0.25822367051784323,0
6.92864864925192e+32,2.1316516657116942e+33,3.384307553234118e+16,15311027069.095657,8373411.611944018,29.903409625039973,0.5776978636414957,3.090826825919914,0.25809422680900207,0.3995614049275154,0.25809422680900207,0
6.938603604204884e+32,2.132225640895739e+33,3.3776465384996696e+16,15322327568.637321,8369156.0391469635,29.859729689785468,0.5754152838202891,3.0926859454685403,0.25796471166318735,0.399561432613291,0.25796471166318735,0
6.948558559157847e+32,2.1327973451120372e+33,3.3709956176978384e+16,15333627921.375086,8364902.831110361,29.81608614805734,0.5731409826130951,3.0945447570644613,0.2578351245822582,0.3995614598635542,0.2578351245822582,0
6.958513514110811e+32,2.1333667863072817e+33,3.364354775286832e+16,15344928149.585646,8360651.984413737,29.772478967134163,0.5708749313130832,3.096403258645749,0.2577054650675352,0.39956148667782476,0.2577054650675352,0
6.968468469063776e+32,2.1339339723899748e+33,3.3577239957981896e+16,15356228275.490303,8356403.495662926,29.728908114650356,0.5686171013263622,3.09826144813791,0.2575757326198231,0.3995615130556194,0.2575757326198231,0
6.97842342401674e+32,2.134498911230429e+33,3.351103263836783e+16,15367528321.254969,8352157.361490066,29.68537355859799,0.5663674641714682,3.1001193234539643,0.257445926739434,0.3995615389964535,0.257445926739434,0
6.988378378969703e+32,2.1350616114626066e+33,3.344492561726588e+16,15378828309.85337,8347913.539161592,29.641875386534362,0.5641259808669502,3.1019769231249352,0.2573160550689829,0.39956156450778835,0.2573160550689829,0
6.998333333922668e+32,2.1356220841779294e+33,3.3378918645840256e+16,15390128267.053324,8343671.876202941,29.598414011172327,0.5618925830763473,3.1038343988676855,0.25718614788761335,0.3995615896191597,0.25718614788761335,0
7.008288288875631e+32,2.13618033772737e+33,3.3313011555950864e+16,15401428215.87724,8339432.369204915,29.5549893853789,0.5596672428217917,3.1056917485944915,0.25705620459894823,0.39956161432993054,0.25705620459894823,0
7.018243243828595e+32,2.1367363801159322e+33,3.3247204189324304e+16,15412728178.995392,8335195.030927731,29.51160141322478,0.5574499365346146,3.1075489534808054,0.25692622126568476,0.3995616386361916,0.25692622126568476,0
7.028198198781559e+32,2.1372902193244697e+33,3.318149638807882e+16,15424028179.063128,8330959.873740156,29.468250000528982,0.5552406405887917,3.1094059950489177,0.2567961940360102,0.3995616625341087,0.2567961940360102,0
